Date,product_id,forecast_sales_units,selected_model,Group,Sub-Group
2023-08-17,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-18,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-19,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-20,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-21,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-22,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-23,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-10,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-11,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-12,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-13,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-14,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-15,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-16,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-17,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-18,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-19,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-20,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-21,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-22,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-23,SO0002L09P,0.0,seasonal_naive_7,S,SO
2023-08-10,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-11,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-12,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-13,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-14,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-15,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-16,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-17,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-18,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-19,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-20,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-21,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-22,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-23,SO0005L04P,0.0,seasonal_naive_7,S,SO
2023-08-10,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-11,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-12,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-13,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-14,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-15,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-16,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-17,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-18,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-19,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-20,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-21,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-22,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-23,SO0500M24P,0.0,seasonal_naive_7,S,SO
2023-08-10,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-11,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-12,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-13,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-14,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-15,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-16,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-17,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-18,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-19,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-20,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-21,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-22,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-23,SOP001L12P,57.84224896480331,moving_average_28,S,SOP
2023-08-10,SOS001L12P,8487.000000000004,seasonal_naive_7,S,SOS
2023-08-11,SOS001L12P,0.0,seasonal_naive_7,S,SOS
2023-08-12,SOS001L12P,481.9999999999999,seasonal_naive_7,S,SOS
2023-08-13,SOS001L12P,6715.999999999998,seasonal_naive_7,S,SOS
2023-08-14,SOS001L12P,15579.33007246377,seasonal_naive_7,S,SOS
2023-08-15,SOS001L12P,0.0,seasonal_naive_7,S,SOS
2023-08-16,SOS001L12P,0.0,seasonal_naive_7,S,SOS
2023-08-17,SOS001L12P,8487.000000000004,seasonal_naive_7,S,SOS
2023-08-18,SOS001L12P,0.0,seasonal_naive_7,S,SOS
2023-08-19,SOS001L12P,481.9999999999999,seasonal_naive_7,S,SOS
2023-08-20,SOS001L12P,6715.999999999998,seasonal_naive_7,S,SOS
2023-08-21,SOS001L12P,15579.33007246377,seasonal_naive_7,S,SOS
2023-08-22,SOS001L12P,0.0,seasonal_naive_7,S,SOS
2023-08-23,SOS001L12P,0.0,seasonal_naive_7,S,SOS
2023-08-10,SOS002L09P,5738.000000000003,seasonal_naive_7,S,SOS
2023-08-11,SOS002L09P,0.0,seasonal_naive_7,S,SOS
2023-08-12,SOS002L09P,387.0,seasonal_naive_7,S,SOS
2023-08-13,SOS002L09P,5045.999999999999,seasonal_naive_7,S,SOS
2023-08-14,SOS002L09P,3695.999999999998,seasonal_naive_7,S,SOS
2023-08-15,SOS002L09P,0.0,seasonal_naive_7,S,SOS
2023-08-16,SOS002L09P,0.0,seasonal_naive_7,S,SOS
2023-08-17,SOS002L09P,5738.000000000003,seasonal_naive_7,S,SOS
2023-08-18,SOS002L09P,0.0,seasonal_naive_7,S,SOS
2023-08-19,SOS002L09P,387.0,seasonal_naive_7,S,SOS
2023-08-20,SOS002L09P,5045.999999999999,seasonal_naive_7,S,SOS
2023-08-21,SOS002L09P,3695.999999999998,seasonal_naive_7,S,SOS
2023-08-22,SOS002L09P,0.0,seasonal_naive_7,S,SOS
2023-08-23,SOS002L09P,0.0,seasonal_naive_7,S,SOS
2023-08-10,SOS003L04P,1277.0,seasonal_naive_7,S,SOS
2023-08-11,SOS003L04P,0.0,seasonal_naive_7,S,SOS
2023-08-12,SOS003L04P,102.0,seasonal_naive_7,S,SOS
2023-08-13,SOS003L04P,1141.0,seasonal_naive_7,S,SOS
2023-08-14,SOS003L04P,558.9999999999994,seasonal_naive_7,S,SOS
2023-08-15,SOS003L04P,0.0,seasonal_naive_7,S,SOS
2023-08-16,SOS003L04P,0.0,seasonal_naive_7,S,SOS
2023-08-17,SOS003L04P,1277.0,seasonal_naive_7,S,SOS
2023-08-18,SOS003L04P,0.0,seasonal_naive_7,S,SOS
2023-08-19,SOS003L04P,102.0,seasonal_naive_7,S,SOS
2023-08-20,SOS003L04P,1141.0,seasonal_naive_7,S,SOS
2023-08-21,SOS003L04P,558.9999999999994,seasonal_naive_7,S,SOS
2023-08-22,SOS003L04P,0.0,seasonal_naive_7,S,SOS
2023-08-23,SOS003L04P,0.0,seasonal_naive_7,S,SOS
2023-08-10,SOS005L04P,9359.999999999998,seasonal_naive_7,S,SOS
2023-08-11,SOS005L04P,0.0,seasonal_naive_7,S,SOS
2023-08-12,SOS005L04P,1049.25,seasonal_naive_7,S,SOS
2023-08-13,SOS005L04P,7468.000000000001,seasonal_naive_7,S,SOS
2023-08-14,SOS005L04P,5172.0,seasonal_naive_7,S,SOS
2023-08-15,SOS005L04P,0.0,seasonal_naive_7,S,SOS
2023-08-16,SOS005L04P,0.0,seasonal_naive_7,S,SOS
2023-08-17,SOS005L04P,9359.999999999998,seasonal_naive_7,S,SOS
2023-08-18,SOS005L04P,0.0,seasonal_naive_7,S,SOS
2023-08-19,SOS005L04P,1049.25,seasonal_naive_7,S,SOS
2023-08-20,SOS005L04P,7468.000000000001,seasonal_naive_7,S,SOS
2023-08-21,SOS005L04P,5172.0,seasonal_naive_7,S,SOS
2023-08-22,SOS005L04P,0.0,seasonal_naive_7,S,SOS
2023-08-23,SOS005L04P,0.0,seasonal_naive_7,S,SOS
2023-08-10,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-11,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-12,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-13,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-14,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-15,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-16,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-17,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-18,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-19,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-20,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-21,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-22,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-23,SOS008L02P,302.85714285714283,moving_average_7,S,SOS
2023-08-10,SOS250M48P,315.9999999999999,seasonal_naive_7,S,SOS
2023-08-11,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-12,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-13,SOS250M48P,462.9999999999998,seasonal_naive_7,S,SOS
2023-08-14,SOS250M48P,466.9999999999998,seasonal_naive_7,S,SOS
2023-08-15,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-16,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-17,SOS250M48P,315.9999999999999,seasonal_naive_7,S,SOS
2023-08-18,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-19,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-20,SOS250M48P,462.9999999999998,seasonal_naive_7,S,SOS
2023-08-21,SOS250M48P,466.9999999999998,seasonal_naive_7,S,SOS
2023-08-22,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-23,SOS250M48P,0.0,seasonal_naive_7,S,SOS
2023-08-10,SOS500M24P,3669.000000000003,seasonal_naive_7,S,SOS
2023-08-11,SOS500M24P,0.0,seasonal_naive_7,S,SOS
2023-08-12,SOS500M24P,109.0,seasonal_naive_7,S,SOS
2023-08-13,SOS500M24P,2897.000000000003,seasonal_naive_7,S,SOS
2023-08-14,SOS500M24P,2385.000000000001,seasonal_naive_7,S,SOS
2023-08-15,SOS500M24P,0.0,seasonal_naive_7,S,SOS
2023-08-16,SOS500M24P,0.0,seasonal_naive_7,S,SOS
2023-08-17,SOS500M24P,3669.000000000003,seasonal_naive_7,S,SOS
2023-08-18,SOS500M24P,0.0,seasonal_naive_7,S,SOS
2023-08-19,SOS500M24P,109.0,seasonal_naive_7,S,SOS
2023-08-20,SOS500M24P,2897.000000000003,seasonal_naive_7,S,SOS
2023-08-21,SOS500M24P,2385.000000000001,seasonal_naive_7,S,SOS
2023-08-22,SOS500M24P,0.0,seasonal_naive_7,S,SOS
2023-08-23,SOS500M24P,0.0,seasonal_naive_7,S,SOS
